nama	hospital	address	keyword	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	keyword10	keyword11	keyword12
Seluma	RS Umum Daerah Tais Kabupaten Seluma	Jl. Raya KM. 64 Selebar Kabupaten Seluma	RS Umum Daerah Tais Kabupaten Seluma Seluma	RS	Umum	Daerah	Tais	Kabupaten	Seluma	Seluma					
Penukal Abab Lematang Ilir	RS Umum Daerah Talang Ubi	Jl. Lingkar Handayani Kel. Handayani Mulia Kec. Talang Ubi	RS Umum Daerah Talang Ubi Penukal Abab Lematang Ilir	RS	Umum	Daerah	Talang	Ubi	Penukal	Abab	Lematang	Ilir			
Kepulauan Talaud	RS Umum Daerah Talaud	Jl. Raya Mala Kec. Melonguane	RS Umum Daerah Talaud Kepulauan Talaud	RS	Umum	Daerah	Talaud	Kepulauan	Talaud						
Kota Bontang	RS Umum Daerah Taman Husada Bontang	Jl. S. Parman No. 01	RS Umum Daerah Taman Husada Bontang Kota Bontang	RS	Umum	Daerah	Taman	Husada	Bontang	Kota	Bontang				
Kota Jakarta Barat	RS Umum Daerah Taman Sari	Jalan Madu Rt/Rw 03/03 No.10 Mangga Besar Taman Sari Jakarta Barat 11180	RS Umum Daerah Taman Sari Kota Jakarta Barat	RS	Umum	Daerah	Taman	Sari	Kota	Jakarta	Barat				
Aceh Tamiang	RS Umum Daerah Tamiang	Jl. Kesehatan Kab.Aceh Tamiang	RS Umum Daerah Tamiang Aceh Tamiang	RS	Umum	Daerah	Tamiang	Aceh	Tamiang						
Kota Jakarta Pusat	RS Umum Daerah Tanah Abang	Jalan K.H. Mas Mansyur No. 30 Kelurahan Kebon Kacang Kecamatan Tanah Abang, Jakarta Pusat	RS Umum Daerah Tanah Abang Kota Jakarta Pusat	RS	Umum	Daerah	Tanah	Abang	Kota	Jakarta	Pusat				
Buleleng	RS Umum Daerah Tangguwisia	Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali	RS Umum Daerah Tangguwisia Buleleng	RS	Umum	Daerah	Tangguwisia	Buleleng							
Boalemo	RS Umum Daerah Tani dan Nelayan	Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo	RS Umum Daerah Tani dan Nelayan Boalemo	RS	Umum	Daerah	Tani	dan	Nelayan	Boalemo					
Kota Jakarta Utara	RS Umum Daerah Tanjung Priok	Jl. Bugis No. 03 Kel. Kebon Bawang Kec. Tanjung Priok	RS Umum Daerah Tanjung Priok Kota Jakarta Utara	RS	Umum	Daerah	Tanjung	Priok	Kota	Jakarta	Utara				
Langkat	RS Umum Daerah Tanjung Pura	Jl Khairil Anwar No.9 Tanjung Pura	RS Umum Daerah Tanjung Pura Langkat	RS	Umum	Daerah	Tanjung	Pura	Langkat						
Bulungan	RS Umum Daerah Tanjung Selor	Jl. Cendrawasih No. 3 Kel. Tanjung Selor Hilir Kec. Tanjung Selor	RS Umum Daerah Tanjung Selor Bulungan	RS	Umum	Daerah	Tanjung	Selor	Bulungan						
Kota Jakarta Pusat	RS Umum Daerah Tarakan	Jl. Kyai Caringin Jakarta Pusat	RS Umum Daerah Tarakan Kota Jakarta Pusat	RS	Umum	Daerah	Tarakan	Kota	Jakarta	Pusat					
Kota Tarakan	RS Umum Daerah Tarakan	Jl P. Irian No. 01 Skip Tarakan	RS Umum Daerah Tarakan Kota Tarakan	RS	Umum	Daerah	Tarakan	Kota	Tarakan						
Tapanuli Utara	RS Umum Daerah Tarutung	Jl. Agus Salim No. 1 Tarutung	RS Umum Daerah Tarutung Tapanuli Utara	RS	Umum	Daerah	Tarutung	Tapanuli	Utara						
Sambas	RS Umum Daerah Teluk Keramat	Dusun Tambangan RT. 001 RW. 002 Desa Puringan Kecamatan Teluk Kabupaten Sambas	RS Umum Daerah Teluk Keramat Sambas	RS	Umum	Daerah	Teluk	Keramat	Sambas						
Sanggau	RS Umum Daerah Temenggung Gergaji Balai Karangan	Jl. Lintas Sekayan Desa Kenaman Kec. Sekayam Balai Karangan	RS Umum Daerah Temenggung Gergaji Balai Karangan Sanggau	RS	Umum	Daerah	Temenggung	Gergaji	Balai	Karangan	Sanggau				
Indragiri Hilir	RS Umum Daerah Tengku Sulung	Jl Penunjang Pulau Kijang, Kec.Reteh	RS Umum Daerah Tengku Sulung Indragiri Hilir	RS	Umum	Daerah	Tengku	Sulung	Indragiri	Hilir					
Maros	RS Umum Daerah Tenriawaru Bone	Jl. DR. Wahidin Sudirohusodo Watampone	RS Umum Daerah Tenriawaru Bone Maros	RS	Umum	Daerah	Tenriawaru	Bone	Maros						
Aceh Jaya	RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya	Jln. Ali Gunong, Lr. PMI No. 1, Calang, Kec. Krueng Sabee	RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya Aceh Jaya	RS	Umum	Daerah	Teuku	Umar	Kabupaten	Aceh	Jaya	Aceh	Jaya		
Aceh Barat Daya	RS Umum Daerah Teungku Peukan	Jl. Nasional padang Meurante Kecamatan Susoh	RS Umum Daerah Teungku Peukan Aceh Barat Daya	RS	Umum	Daerah	Teungku	Peukan	Aceh	Barat	Daya				
Maluku Barat Daya	RS Umum Daerah Tiakur	TIAKUR	RS Umum Daerah Tiakur Maluku Barat Daya	RS	Umum	Daerah	Tiakur	Maluku	Barat	Daya					
Kota Magelang	RS Umum Daerah Tidar	Jl. Tidar No.30 A, Kota Magelang	RS Umum Daerah Tidar Kota Magelang	RS	Umum	Daerah	Tidar	Kota	Magelang						
Bone Bolango	RS Umum Daerah Tombulilato	Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70	RS Umum Daerah Tombulilato Bone Bolango	RS	Umum	Daerah	Tombulilato	Bone	Bolango						
Bone Bolango	RS Umum Daerah Toto Kabila	Jl.Kesehatan no 25, kec.Tilongkabila, kab.Bone Bolango	RS Umum Daerah Toto Kabila Bone Bolango	RS	Umum	Daerah	Toto	Kabila	Bone	Bolango					
Simalungun	RS Umum Daerah Tuan Rondahaim Pematang Raya	Komplek Perkantoran SKPD PEMKAB Simalungun	RS Umum Daerah Tuan Rondahaim Pematang Raya Simalungun	RS	Umum	Daerah	Tuan	Rondahaim	Pematang	Raya	Simalungun				
Kota Jakarta Utara	RS Umum Daerah Tugu Koja	Jl. Walang Permai No 39	RS Umum Daerah Tugu Koja Kota Jakarta Utara	RS	Umum	Daerah	Tugu	Koja	Kota	Jakarta	Utara				
Kota Semarang	RS Umum Daerah Tugurejo Semarang	Jl. WALISONGO KM 8,5 NO 137 Semarang	RS Umum Daerah Tugurejo Semarang Kota Semarang	RS	Umum	Daerah	Tugurejo	Semarang	Kota	Semarang					
Tulang Bawang Barat	RS Umum Daerah Tulang Bawang Barat	JL. DIPONEGORO PANARAGAN JAYA KEC. TULANG BAWANG TENGAH	RS Umum Daerah Tulang Bawang Barat Tulang Bawang Barat	RS	Umum	Daerah	Tulang	Bawang	Barat	Tulang	Bawang	Barat			
Kota Banjarmasin	RS Umum Daerah Ulin Banjarmasin	Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan	RS Umum Daerah Ulin Banjarmasin Kota Banjarmasin	RS	Umum	Daerah	Ulin	Banjarmasin	Kota	Banjarmasin					
Kota Palu	RS Umum Daerah Undata Palu	Jl. R. E. Martadinata, Tondo Kecamatan Mantikulore	RS Umum Daerah Undata Palu Kota Palu	RS	Umum	Daerah	Undata	Palu	Kota	Palu					
Semarang	RS Umum Daerah Ungaran	Jl. Diponegoro 125,Ungaran	RS Umum Daerah Ungaran Semarang	RS	Umum	Daerah	Ungaran	Semarang							
Sumba Timur	RS Umum Daerah Waingapu	Jl. Adam Malik No.54 Kel. Kambajawa - Kecamatan Kota Waingapu	RS Umum Daerah Waingapu Sumba Timur	RS	Umum	Daerah	Waingapu	Sumba	Timur						
Cirebon	RS Umum Daerah Waled	Jl. Prabu Kiansantang No. 4 Waled, Cirebon	RS Umum Daerah Waled Cirebon	RS	Umum	Daerah	Waled	Cirebon							
Boyolali	RS Umum Daerah Waras Wiris	Jl. Raya Karanggede - Gemolong Km. 13 Andong Kab.Boyolali	RS Umum Daerah Waras Wiris Boyolali	RS	Umum	Daerah	Waras	Wiris	Boyolali						
Kulon Progo	RS Umum Daerah Wates	Jl Tentara Pelajar Km.1 No.5 Wates Kulon Progo	RS Umum Daerah Wates Kulon Progo	RS	Umum	Daerah	Wates	Kulon	Progo						
Gunung Kidul	RS Umum Daerah Wonosari	Jl Taman Bakti No. 06 Wonosari	RS Umum Daerah Wonosari Gunung Kidul	RS	Umum	Daerah	Wonosari	Gunung	Kidul						
Way Kanan	RS Umum Daerah Zainal Abidin Pagar Alam	Jl. Raya Lintas Sumatera, Blambangan Umpu	RS Umum Daerah Zainal Abidin Pagar Alam Way Kanan	RS	Umum	Daerah	Zainal	Abidin	Pagar	Alam	Way	Kanan			
Kapuas Hulu	RS Umum Daerah dr. A. Diponegoro Putussibau	Jl. Kom Yos Sudarso No.42 Putussibau	RS Umum Daerah dr. A. Diponegoro Putussibau Kapuas Hulu	RS	Umum	Daerah	dr.	A.	Diponegoro	Putussibau	Kapuas	Hulu			
Situbondo	RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon	Jl. Anggrek No. 68, Kel. Patokan, Kec. Situbondo, Kab. Situbondo	RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon Situbondo	RS	Umum	Daerah	dr.	Abdoer	Rahem	Kabupaten	Situbon	Situbondo			
Lima Puluh Kota	RS Umum Daerah dr. Achmad Darwis	Jl. Tan Malaka No.1, Kec.Suliki	RS Umum Daerah dr. Achmad Darwis Lima Puluh Kota	RS	Umum	Daerah	dr.	Achmad	Darwis	Lima	Puluh	Kota			
Manggarai	RS Umum Daerah dr. Ben Mboi Ruteng	Jl. DR.Soetomo No.1 Ruteng, Kab. Manggarai	RS Umum Daerah dr. Ben Mboi Ruteng Manggarai	RS	Umum	Daerah	dr.	Ben	Mboi	Ruteng	Manggarai				
Kota Bekasi	RS Umum Daerah dr. Chasbullah Abdulmadjid	Jl. Pramuka No. 55 Bekasi	RS Umum Daerah dr. Chasbullah Abdulmadjid Kota Bekasi	RS	Umum	Daerah	dr.	Chasbullah	Abdulmadjid	Kota	Bekasi				
Pacitan	RS Umum Daerah dr. Darsono	Jl. Ahmad Yani 51 Pacitan	RS Umum Daerah dr. Darsono Pacitan	RS	Umum	Daerah	dr.	Darsono	Pacitan						
Serang	RS Umum Daerah dr. Drajat Prawiranegara	Jl. Rumah Sakit No. 1 Serang	RS Umum Daerah dr. Drajat Prawiranegara Serang	RS	Umum	Daerah	dr.	Drajat	Prawiranegara	Serang					
Semarang	RS Umum Daerah dr. Gunawan Mangunkusumo	Jl. Kartini No.101, Ambarawa	RS Umum Daerah dr. Gunawan Mangunkusumo Semarang	RS	Umum	Daerah	dr.	Gunawan	Mangunkusumo	Semarang					
Sumenep	RS Umum Daerah dr. H. Moh. Anwar	Jl. Dr Cipto No. 42 Desa Kolor Kab. Sumenep	RS Umum Daerah dr. H. Moh. Anwar Sumenep	RS	Umum	Daerah	dr.	H.	Moh.	Anwar	Sumenep				
Gorontalo	RS Umum Daerah dr. Hasri Ainun Habibie	Jl. Kusno Tongkodu No. 149 Limboto	RS Umum Daerah dr. Hasri Ainun Habibie Gorontalo	RS	Umum	Daerah	dr.	Hasri	Ainun	Habibie	Gorontalo				
Mandailing Natal	RS Umum Daerah dr. Husni Thamrin	Jl. Multatuli No. 72 Kec. Natal Kab. Mandailing Natal	RS Umum Daerah dr. Husni Thamrin Mandailing Natal	RS	Umum	Daerah	dr.	Husni	Thamrin	Mandailing	Natal				
Maluku Tengah	RS Umum Daerah dr. Ishak Umarella	Jl. Pahlawan No. 36 Tulehu	RS Umum Daerah dr. Ishak Umarella Maluku Tengah	RS	Umum	Daerah	dr.	Ishak	Umarella	Maluku	Tengah				
Pangkajene Dan Kepulauan	RS Umum Daerah dr. La Palaloi	Jl. Poros Maros-Makassar KM 3 Maros	RS Umum Daerah dr. La Palaloi Pangkajene Dan Kepulauan	RS	Umum	Daerah	dr.	La	Palaloi	Pangkajene	Dan	Kepulauan			
Kudus	RS Umum Daerah dr. Loekmono Hadi	Jl. Dr. Lukmonohadi No.19,Kudus	RS Umum Daerah dr. Loekmono Hadi Kudus	RS	Umum	Daerah	dr.	Loekmono	Hadi	Kudus					
Gorontalo	RS Umum Daerah dr. M. Mohammad Dunda	Jl. Achmad A. Wahab (eks Ahmad Yani No. 53) Limboto Gorontalo	RS Umum Daerah dr. M. Mohammad Dunda Gorontalo	RS	Umum	Daerah	dr.	M.	Mohammad	Dunda	Gorontalo				
Nias	RS Umum Daerah dr. M. Thomsen Nias	Jl dr. Ciptomangunkusumo No. 15 Gunungsitoli	RS Umum Daerah dr. M. Thomsen Nias Nias	RS	Umum	Daerah	dr.	M.	Thomsen	Nias	Nias				
Kota Probolinggo	RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo	Jl. Mayjend Panjaitan No.65 Kota Probolinggo	RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo Kota Probolinggo	RS	Umum	Daerah	dr.	Mohamad	Saleh	Kota	Probolinggo	Kota	Probolinggo		
Kota Surabaya	RS Umum Daerah dr. Mohamad Soewandhie	Jl. Tambakrejo No. 45-47 Surabaya	RS Umum Daerah dr. Mohamad Soewandhie Kota Surabaya	RS	Umum	Daerah	dr.	Mohamad	Soewandhie	Kota	Surabaya				
Purbalingga	RS Umum Daerah dr. R. Goeteng Taroenadibrata	Jl. Tentara Pelajar Purbalingga No. 22	RS Umum Daerah dr. R. Goeteng Taroenadibrata Purbalingga	RS	Umum	Daerah	dr.	R.	Goeteng	Taroenadibrata	Purbalingga				
Kota Padang	RS Umum Daerah dr. Rasidin Padang	Jl. Air Paku Sei.Sapih Kec.Kuranji,Padang	RS Umum Daerah dr. Rasidin Padang Kota Padang	RS	Umum	Daerah	dr.	Rasidin	Padang	Kota	Padang				
Magetan	RS Umum Daerah dr. Sayidiman Magetan	Jl. Pahlawan No.2 Magetan	RS Umum Daerah dr. Sayidiman Magetan Magetan	RS	Umum	Daerah	dr.	Sayidiman	Magetan	Magetan					
Garut	RS Umum Daerah dr. Slamet Garut	Jl. Rumah Sakit No.12 Garut	RS Umum Daerah dr. Slamet Garut Garut	RS	Umum	Daerah	dr.	Slamet	Garut	Garut					
Kebumen	RS Umum Daerah dr. Soedirman Kabupaten Kebumen	Jl. Lingkar Selatan, Muktisari Kebumen	RS Umum Daerah dr. Soedirman Kabupaten Kebumen Kebumen	RS	Umum	Daerah	dr.	Soedirman	Kabupaten	Kebumen	Kebumen				
Trenggalek	RS Umum Daerah dr. Soedomo Trenggalek	Jl. dr Sutomo Nomor 2 Trenggalek	RS Umum Daerah dr. Soedomo Trenggalek Trenggalek	RS	Umum	Daerah	dr.	Soedomo	Trenggalek	Trenggalek					
Sragen	RS Umum Daerah dr. Soehadi Prijonegoro	Jl. Raya Sukowati No.534, Sragen	RS Umum Daerah dr. Soehadi Prijonegoro Sragen	RS	Umum	Daerah	dr.	Soehadi	Prijonegoro	Sragen					
Kota Tasikmalaya	RS Umum Daerah dr. Soekardjo	Jl. Rumah Sakit 33 Tasikmalaya	RS Umum Daerah dr. Soekardjo Kota Tasikmalaya	RS	Umum	Daerah	dr.	Soekardjo	Kota	Tasikmalaya					
Sragen	RS Umum Daerah dr. Soeratno Gemolong	Jl. Dr. Soetomo No 792 Gemolong,	RS Umum Daerah dr. Soeratno Gemolong Sragen	RS	Umum	Daerah	dr.	Soeratno	Gemolong	Sragen					
Tegal	RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal	Jl. Dr. Sutomo No.63 Desa Slawi Kulon Kecamatan Slawi	RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal Tegal	RS	Umum	Daerah	dr.	Soeselo	Slawi	Kabupaten	Tegal	Tegal			
Gorontalo Utara	RS Umum Daerah dr. Zainal Umar Sidiki	Jl. Cimelati Desa Bulalo Kecamatan Kwandang	RS Umum Daerah dr. Zainal Umar Sidiki Gorontalo Utara	RS	Umum	Daerah	dr.	Zainal	Umar	Sidiki	Gorontalo	Utara			
Aceh Timur	RS Umum Daerah dr. Zubir Mahmud	Jl. Medan-Banda Aceh Km. 372 Desa Seuneubok Barat Kec.Idi timur Kab.Aceh timur	RS Umum Daerah dr. Zubir Mahmud Aceh Timur	RS	Umum	Daerah	dr.	Zubir	Mahmud	Aceh	Timur				
Kota Kediri	RS Umum Daha Husada	Jl. Veteran No. 48 Kediri	RS Umum Daha Husada Kota Kediri	RS	Umum	Daha	Husada	Kota	Kediri						
Ponorogo	RS Umum Darmayu Ponorogo	Jl. Dr. Sutomo No. 44-50 Ponorogo	RS Umum Darmayu Ponorogo Ponorogo	RS	Umum	Darmayu	Ponorogo	Ponorogo							
Bolaang Mongondow	RS Umum Datoe Binangkang	Jl. Trans Sulawesi Desa Lolak II Kec. Lolak Sulawesi Utara	RS Umum Datoe Binangkang Bolaang Mongondow	RS	Umum	Datoe	Binangkang	Bolaang	Mongondow						
Deli Serdang	RS Umum Dearah Deli Serdang	Jl. Thamrin Lubuk Pakam	RS Umum Dearah Deli Serdang Deli Serdang	RS	Umum	Dearah	Deli	Serdang	Deli	Serdang					
Brebes	RS Umum Dedy Jaya	Jl. Ahmad Yani No.57,Brebes	RS Umum Dedy Jaya Brebes	RS	Umum	Dedy	Jaya	Brebes							
Sidoarjo	RS Umum Delta Surya	Jl. Pahlawan No. 09 Sidoarjo	RS Umum Delta Surya Sidoarjo	RS	Umum	Delta	Surya	Sidoarjo							
Brebes	RS Umum Dera As-Syifa	Jl. Merdeka Banjarharjo - Brebes	RS Umum Dera As-Syifa Brebes	RS	Umum	Dera	As-Syifa	Brebes							
Karawang	RS Umum Dewi Sri	Jl. Arif Rahman Hakim No. 1 A Karawang	RS Umum Dewi Sri Karawang	RS	Umum	Dewi	Sri	Karawang							
Kota Probolinggo	RS Umum Dharma Husada	Jl. Sukarno Hatta No. 10 Kota Probolinggo	RS Umum Dharma Husada Kota Probolinggo	RS	Umum	Dharma	Husada	Kota	Probolinggo						
Tabanan	RS Umum Dharma Kerti	Jl. Teratai No 16 Dauh Pala	RS Umum Dharma Kerti Tabanan	RS	Umum	Dharma	Kerti	Tabanan							
Kota Samarinda	RS Umum Dirgahayu	Jl. Gn. Merbabu No.62 Samarinda	RS Umum Dirgahayu Kota Samarinda	RS	Umum	Dirgahayu	Kota	Samarinda							
Sikka	RS Umum Dr TC Hillers Maumere	Jl.Wairklau - Maumere	RS Umum Dr TC Hillers Maumere Sikka	RS	Umum	Dr	TC	Hillers	Maumere	Sikka					
Deli Serdang	RS Umum Dr. Gerhard L. Tobing	Desa Buntu Bedimbar Tanjung Morawa Deli Serdang	RS Umum Dr. Gerhard L. Tobing Deli Serdang	RS	Umum	Dr.	Gerhard	L.	Tobing	Deli	Serdang				
Cianjur	RS Umum Dr. Hafiz	Jln. Pramuka No. 15 RT 003 RW 002 Desa Sukamulya Kecamtan Karangtengah Kabupaten Cianjur	RS Umum Dr. Hafiz Cianjur	RS	Umum	Dr.	Hafiz	Cianjur							
Bogor	RS Umum Dr. Muhamad Hassan Toto	Jl. Sardjio No. 1, Semplak Kec. Kemang	RS Umum Dr. Muhamad Hassan Toto Bogor	RS	Umum	Dr.	Muhamad	Hassan	Toto	Bogor					
Ogan Komering Ulu	RS Umum Dr. Noesmir Baturaja	Jln. Dr. Moh Hatta No 64	RS Umum Dr. Noesmir Baturaja Ogan Komering Ulu	RS	Umum	Dr.	Noesmir	Baturaja	Ogan	Komering	Ulu				
Sukoharjo	RS Umum Dr. Oen Solo Baru	Komplek Perumahan Solo Baru Kec.Grogol Sukoharjo	RS Umum Dr. Oen Solo Baru Sukoharjo	RS	Umum	Dr.	Oen	Solo	Baru	Sukoharjo					
Kota Jakarta Selatan	RS Umum Dr. Suyoto Pusrehab Kemhan	Jl. RC. Veteran No. 178 Bintaro	RS Umum Dr. Suyoto Pusrehab Kemhan Kota Jakarta Selatan	RS	Umum	Dr.	Suyoto	Pusrehab	Kemhan	Kota	Jakarta	Selatan			
Kota Mojokerto	RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto	Jl. Raya Surodinawan Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto	RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto Kota Mojokerto	RS	Umum	Dr.	Wahidin	Sudiro	Husodo	Kota	Mojokerto	Kota	Mojokerto		
Madiun	RS Umum Dungus	Jl. Raya Dungus - Wungu Madiun	RS Umum Dungus Madiun	RS	Umum	Dungus	Madiun								
Kota Jakarta Utara	RS Umum Duta Indah	Jl. Teluk Gong Raya No. 12 Kel. Pejagalan Kec. Penjaringan	RS Umum Duta Indah Kota Jakarta Utara	RS	Umum	Duta	Indah	Kota	Jakarta	Utara					
Pelalawan	RS Umum Efarina	Jl Lintas Timur No.1 Pangkalan Kerinci Riau	RS Umum Efarina Pelalawan	RS	Umum	Efarina	Pelalawan								
Karo	RS Umum Efarina Etaham	Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo	RS Umum Efarina Etaham Karo	RS	Umum	Efarina	Etaham	Karo							
Labuhan Batu	RS Umum Elpi Al Azis	Jl Wr. Supratman	RS Umum Elpi Al Azis Labuhan Batu	RS	Umum	Elpi	Al	Azis	Labuhan	Batu					
Tulungagung	RS Umum Era Medika	Jl. Raya Pulosari No. 15 Ngunut Tulungagung	RS Umum Era Medika Tulungagung	RS	Umum	Era	Medika	Tulungagung							
Kota Medan	RS Umum Estomihi	Jl. Sisinga Mangaraja 235,Medan	RS Umum Estomihi Kota Medan	RS	Umum	Estomihi	Kota	Medan							
Kota Jakarta Timur	RS Umum FK UKI	Jl. May.Jen Soetoyo Cawang,Jakarta Timur	RS Umum FK UKI Kota Jakarta Timur	RS	Umum	FK	UKI	Kota	Jakarta	Timur					
Kota Prabumulih	RS Umum Fadhilah Kota Prabumulih	Jl. Jenderal Sudirman No.01 Kel. Patih Galung Kec. Prabumulih Barat	RS Umum Fadhilah Kota Prabumulih Kota Prabumulih	RS	Umum	Fadhilah	Kota	Prabumulih	Kota	Prabumulih					
Gianyar	RS Umum Famili Husada	Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar	RS Umum Famili Husada Gianyar	RS	Umum	Famili	Husada	Gianyar							
Bogor	RS Umum Family Medical Center	Jl. Raya Bogor Km.51 Ciluar, Bogor	RS Umum Family Medical Center Bogor	RS	Umum	Family	Medical	Center	Bogor						
Pati	RS Umum Fastabiq Sehat PKU Muhammadiyah Pati	Jl. Raya Pati-Tayu Km. 03 Tambaharjo, Pati	RS Umum Fastabiq Sehat PKU Muhammadiyah Pati Pati	RS	Umum	Fastabiq	Sehat	PKU	Muhammadiyah	Pati	Pati				
Karawang	RS Umum Fikri Medika	Jl. Raya Kosambi - Telagasari KM 03 Klari Karawang	RS Umum Fikri Medika Karawang	RS	Umum	Fikri	Medika	Karawang							
Kota Jakarta Utara	RS Umum Firdaus	Komp. Bea Cukai Jl. Siak J5/14	RS Umum Firdaus Kota Jakarta Utara	RS	Umum	Firdaus	Kota	Jakarta	Utara						
Deli Serdang	RS Umum Full Bethesda	Jl Binjai Km.10,8/Jl. Sama No.71	RS Umum Full Bethesda Deli Serdang	RS	Umum	Full	Bethesda	Deli	Serdang						
Kota Jakarta Utara	RS Umum Gading Pluit	Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading	RS Umum Gading Pluit Kota Jakarta Utara	RS	Umum	Gading	Pluit	Kota	Jakarta	Utara					
Kota Jakarta Selatan	RS Umum Gandaria	Jl. Gandaria Tengah 11 Kby Baru,Jaksel	RS Umum Gandaria Kota Jakarta Selatan	RS	Umum	Gandaria	Kota	Jakarta	Selatan						
Gianyar	RS Umum Ganesha	Jl Raya Celuk Sukawati	RS Umum Ganesha Gianyar	RS	Umum	Ganesha	Gianyar								
Badung	RS Umum Garba Med	Jl. Raya Kerobokan No. 53 Lingkungan Jambe Kerobokan Kuta Utara	RS Umum Garba Med Badung	RS	Umum	Garba	Med	Badung							
Pesawaran	RS Umum Gladish Medical Center	Jln.Ahmad Yani No.36 Taman Sari Kec.Gedong Tataan	RS Umum Gladish Medical Center Pesawaran	RS	Umum	Gladish	Medical	Center	Pesawaran						
Jepara	RS Umum Graha Husada	Jl. MH. Thamrin No. 14 Jepara	RS Umum Graha Husada Jepara	RS	Umum	Graha	Husada	Jepara							
Kota Bekasi	RS Umum Graha Juanda	Jl. IR. H. Juanda No. 326, Bekasi Timur	RS Umum Graha Juanda Kota Bekasi	RS	Umum	Graha	Juanda	Kota	Bekasi						
Sleman	RS Umum Gramedika 10	Jl Raya Besi Jangkang No. 10, Sardonoharjo, Ngaglik	RS Umum Gramedika 10 Sleman	RS	Umum	Gramedika	10	Sleman							
Klungkung	RS Umum Grha Bhakti Medika	Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan	RS Umum Grha Bhakti Medika Klungkung	RS	Umum	Grha	Bhakti	Medika	Klungkung						
Kota Jakarta Barat	RS Umum Grha Kedoya	Jln. Panjang Arteri No. 26	RS Umum Grha Kedoya Kota Jakarta Barat	RS	Umum	Grha	Kedoya	Kota	Jakarta	Barat					
Kota Depok	RS Umum Grha Permata Ibu	Jl. KH. M. Usman No 168 Kukusan Depok	RS Umum Grha Permata Ibu Kota Depok	RS	Umum	Grha	Permata	Ibu	Kota	Depok					
Kota Madiun	RS Umum Griya Husada Madiun	Jl. Mayjen DI Panjaitan No. 22 Banjarejo Taman Madiun	RS Umum Griya Husada Madiun Kota Madiun	RS	Umum	Griya	Husada	Madiun	Kota	Madiun					
Bantul	RS Umum Griya Mahardika Yogyakarta	jl. Parangtritis KM 4.5 gang Wijayakusuma No 212 Yogyakarta	RS Umum Griya Mahardika Yogyakarta Bantul	RS	Umum	Griya	Mahardika	Yogyakarta	Bantul						
Temanggung	RS Umum Gunung Sawo Kab. Temanggung	Jl. Gatot Subroto Km. 2, Manding Temanggung	RS Umum Gunung Sawo Kab. Temanggung Temanggung	RS	Umum	Gunung	Sawo	Kab.	Temanggung	Temanggung					
Kota Pekalongan	RS Umum H. A. Zaky Djunaid	Jl.Pelita II Kel. Buaran Kec. Pekalongan Selatan Pekalongan	RS Umum H. A. Zaky Djunaid Kota Pekalongan	RS	Umum	H.	A.	Zaky	Djunaid	Kota	Pekalongan				
Grobogan	RS Umum Habibullah	Jl. Raya Tahunan Kec.Gabus Kab.Grobogan	RS Umum Habibullah Grobogan	RS	Umum	Habibullah	Grobogan								
Kota Jakarta Timur	RS Umum Haji Jakarta	Jl. Raya Pondok Gede	RS Umum Haji Jakarta Kota Jakarta Timur	RS	Umum	Haji	Jakarta	Kota	Jakarta	Timur					
Way Kanan	RS Umum Haji Kamino	Jl. Sriwijaya No. 56 Kp. Setia Negara Kec. Baradatu Kab. Way Kanan	RS Umum Haji Kamino Way Kanan	RS	Umum	Haji	Kamino	Way	Kanan						
Deli Serdang	RS Umum Haji Medan	Jl RS Haji Medan Estate	RS Umum Haji Medan Deli Serdang	RS	Umum	Haji	Medan	Deli	Serdang						
Kota Surabaya	RS Umum Haji Surabaya	Jl. Manyar Kertoadi Surabaya	RS Umum Haji Surabaya Kota Surabaya	RS	Umum	Haji	Surabaya	Kota	Surabaya						
Lampung Utara	RS Umum Handayani	Jl. Soekarno - Hatta No.94,Kotabumi lampung Utara	RS Umum Handayani Lampung Utara	RS	Umum	Handayani	Lampung	Utara							
Kota Pematang Siantar	RS Umum Harapan	Jl Farel Pasaribu No. 21	RS Umum Harapan Kota Pematang Siantar	RS	Umum	Harapan	Kota	Pematang	Siantar						
