"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"856","RS Tk. IV Palangkaraya","   Jl. Diponegoro No.55 Palangkaraya Kalteng","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","05363220238","62","6271",2021-08-15 20:57:40,"COVID-19"
"857","RS Umum Daerah Dr. Doris Sylvanus Palangka Raya","Jl. Tambun Bungai No.4 Palangkaraya","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","05363237353","62","6271",2021-08-15 20:57:40,"COVID-19"
"858","RS Bhayangkara Palangka Raya","Jl. Ahmad Yani No. 22","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","05363221520","62","6271",2021-08-15 20:57:40,"COVID-19"
"859","RS Umum Pusri Palembang","Jl May Zen Kompl Pusri, 2 Ilir Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 menit","0711721313","16","1671",2021-08-15 20:57:40,"COVID-19"
"860","RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela","Jl. Kol. H. Burlian Km 6 ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","07115718889","16","1671",2021-08-15 20:57:40,"COVID-19"
"861","RS Umum Ar-Rasyid Palembang","JL. H. M. Saleh No. 02 KM. 7 Kel. Sukarami Kec. Sukarami Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","07115610503","16","1671",2021-08-15 20:57:40,"COVID-19"
"862","RS Umum Bunda Palembang","Jl. Demang Lebar Daun No 70 Palembang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","11 jam","0711312866","16","1671",2021-08-15 20:57:40,"COVID-19"
"863","RS Umum Pertamina Palembang","Komplek Pertamina Plaju, Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","0711597444","16","1671",2021-08-15 20:57:40,"COVID-19"
"864","RS Siloam Sriwijaya Palembang","JL.POM IX (KOMPLEK PS MALL) KELURAHAN LOROK PAKJO","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","36 jam","07115229100","16","1671",2021-08-15 20:57:40,"COVID-19"
"865","RS Karya Asih Charitas Palembang","JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","0711817196","16","1671",2021-08-15 20:57:40,"COVID-19"
"866","RS Umum Myria Palembang","Jl. Kol. H. Barlian Km. 7 Palembang","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0711411610","16","1671",2021-08-15 20:57:40,"COVID-19"
"867","RS Pelabuhan Palembang ","Jl. Mayor Memet Sastra Wirya No.1 Boom Baru","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0711711843","16","1671",2021-08-15 20:57:40,"COVID-19"
"868","RS Umum dr. AK. Gani Kota Palembang","Jl. dr AK Gani no I Palembang","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","081271102008","16","1671",2021-08-15 20:57:40,"COVID-19"
"869","RS Umum Pusat Dr. Mohammad Hoesin Palembang","Jl. Jendral Sudirman KM 3,5 Palembang","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","0711354088","16","1671",2021-08-15 20:57:40,"COVID-19"
"870","RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan","Jl. Tembus Terminal No. 02, KM. 12 Kecamatan Alang Alang Lebar Kota Palembang","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","07115645123","16","1671",2021-08-15 20:57:40,"COVID-19"
"871","RS Muhammadiyah Palembang","Jl. A. Yani 13 Ulu, Palembang","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0711511446","16","1671",2021-08-15 20:57:40,"COVID-19"
"872","RS Umum Charitas Hospital Palembang","Jl. Sudirman 1054 Palembang","Bed IGD Penuh!","dengan antrian 3 pasien","2 jam","082177013867","16","1671",2021-08-15 20:57:40,"COVID-19"
"873","RS Hermina Palembang","JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG","Bed IGD Penuh!","dengan antrian 3 pasien","8 jam","0711321541","16","1671",2021-08-15 20:57:40,"COVID-19"
"874","RS Islam Siti Khadijah","Jl. Demang Lebar Daun No.26","Bed IGD Penuh!","dengan antrian 2 pasien","10 jam","0711536008","16","1671",2021-08-15 20:57:40,"COVID-19"
"875","RS Umum Daerah Palembang Bari","Jl. Panca Usaha No.1 Kel. 5 ulu Seb. Ulu I, PALEMBANG","Bed IGD Penuh!","dengan antrian 10 pasien","13 jam","0711519211","16","1671",2021-08-15 20:57:40,"COVID-19"
"876","RS Umum Daerah Sawerigading","   Jl. Dr. Ratulangi KM.7 Rampoang Kota Palopo","Bed IGD Penuh!","tanpa antrian pasien.","5 jam","04173312133","73","7373",2021-08-15 20:57:40,"COVID-19"
"877","RS Umum St. Madyang","JL. Andi Kambo NO.87 ","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","hotline tidak tersedia","73","7373",2021-08-15 20:57:40,"COVID-19"
"878","RS Umum Bintang Laut Palopo","Jl. KH. M. Kasim No. 5 Palopo","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","085225356180","73","7373",2021-08-15 20:57:40,"COVID-19"
"879","RS Umum Daerah Undata Palu","Jl. R. E. Martadinata, Tondo Kecamatan Mantikulore","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","12 jam","04514131446","72","7271",2021-08-15 20:57:41,"COVID-19"
"880","RS Umum Daerah Madani Palu","Jl. Thalua Kontji No. 11  Mamboro Palu","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","081145600615","72","7271",2021-08-15 20:57:41,"COVID-19"
"881","RS TK. III. 13.06.01 Dr. Sindhu Trisno","Jl. Sisinga Mangaraja No.4,Palu","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","13 jam","081213756763","72","7271",2021-08-15 20:57:41,"COVID-19"
"882","RS Woodward","Jl. L.H. Woodward No.1 Palu","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0451421769","72","7271",2021-08-15 20:57:41,"COVID-19"
"883","RS Umum Daerah Depati Hamzah","Jl. Soekarno Hatta,Kota PangkalPinang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","11 jam","0717438660","19","1971",2021-08-15 20:57:41,"COVID-19"
"884","RS Primaya Bhakti Wara","JL. Solihin GP No.180 Kel. Gajah Mada Kec.Rangkui","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","0717422605","19","1971",2021-08-15 20:57:41,"COVID-19"
"885","RS Bakti Timah Pangkalpinang","Jl. Bukit Baru No.1, Kel.Taman Bunga Kec.Gerunggang Pangkal Pinang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0717421091","19","1971",2021-08-15 20:57:41,"COVID-19"
"886","RS Umum Daerah Dr Sadikin Kota Pariaman","Jl. Nostalgia Desa Kp. Gadang Padusunan Kec. Pariaman Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","085265214458","13","1377",2021-08-15 20:57:43,"COVID-19"
"887","RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan"," Jl. Dr Wahidin Sudirohusodo No. 1-4 Kota Pasuruan","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","0343414620","35","3575",2021-08-15 20:57:44,"COVID-19"
"888","RS Umum Ibnu Sina Kota Payakumbuh","Jl.Pemuda No 14 Payakumbuh","Bed IGD Penuh!","tanpa antrian pasien.","2 jam","075292222","13","1376",2021-08-15 20:57:44,"COVID-19"
"889","RS Umum Budi Rahayu","Jl. Barito No. 5 Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","52 menit","0285423491","33","3375",2021-08-15 20:57:45,"COVID-19"
"890","RS Umum H. A. Zaky Djunaid","Jl.Pelita II Kel. Buaran Kec. Pekalongan Selatan Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","5 jam","02854410660","33","3375",2021-08-15 20:57:45,"COVID-19"
"891","RS Umum Daerah Bendan Kota Pekalongan","   Jl. Sriwijaya No.2,Pekalongan","Tersedia 27 bed kosong IGD","tanpa antrian pasien.","12 jam","0285437222","33","3375",2021-08-15 20:57:45,"COVID-19"
"892","RS Umum Hermina Pekalongan","Jl. Jendral Sudirman 16A Kota Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","34 jam","0285432525","33","3375",2021-08-15 20:57:45,"COVID-19"
"893","RS Umum Bhakti Waluyo","Jl.Dr.Sutomo No. 32","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","0285423623","33","3375",2021-08-15 20:57:45,"COVID-19"
"894","RS Awal Bros A. Yani","Jl A. Yani No. 73","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","6 jam","076121000","14","1471",2021-08-15 20:57:45,"COVID-19"
"895","RS Santa Maria Pekanbaru","Jl Ahmad Yani No. 68 Rt/Rw 001/001 Kel.Pulau Karam Kec. Sukajadi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","076122213","14","1471",2021-08-15 20:57:45,"COVID-19"
"896","RS Umum Daerah  Arifin Achmad","Jl Diponegoro No. 2, Pekanbaru","Tersedia 20 bed kosong IGD","tanpa antrian pasien.","10 jam","hotline tidak tersedia","14","1471",2021-08-15 20:57:45,"COVID-19"
"897","RS Umum  Awal Bros Pekanbaru","Jl Sudirman No.117 Pekanbaru","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","08117079090","14","1471",2021-08-15 20:57:45,"COVID-19"
"898","RS Umum  Pekanbaru Medical Center","Jl Lembaga Pemasyarakatan No.25, Gobah Pekanbaru","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","0761848100","14","1471",2021-08-15 20:57:45,"COVID-19"
"899","RS Umum Daerah  Petala Bumi ","   Jl Dr. Soetomo No.65, Pekanbaru","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","076123024","14","1471",2021-08-15 20:57:45,"COVID-19"
"900","RS Umum  Awal Bros Panam","Jl HR. Soebrantas No 88 Panam","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","0761586888","14","1471",2021-08-15 20:57:45,"COVID-19"
"901","RS Hermina Pekanbaru","Jl. Tuanku Tambusai RT. 03 RW. 02 Kel. Delima Kec. Tampan Kota Pekanbaru","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","30 jam","07618412020","14","1471",2021-08-15 20:57:45,"COVID-19"
"902","RS Umum  Aulia Hospital","Jl HR Soebrantas No 63","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","33 jam","07616700000","14","1471",2021-08-15 20:57:45,"COVID-19"
"903","RS Daerah Madani Kota Pekanbaru","Jl. Garuda Sakti Pekanbaru","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","36 jam","hotline tidak tersedia","14","1471",2021-08-15 20:57:45,"COVID-19"
"904","RS Tk. IV Pekanbaru","Jl Kesehatan No 2 Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","hotline tidak tersedia","14","1471",2021-08-15 20:57:45,"COVID-19"
"905","RS Prof. Dr. Tabrani","Jl Jend. Sudirman 410, Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","7 jam","085374419082","14","1471",2021-08-15 20:57:45,"COVID-19"
"906","RS Umum  Bina Kasih","Jl Samanhudi No.3-5,Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","9 jam","076132195","14","1471",2021-08-15 20:57:45,"COVID-19"
"907","RS Umum  Universitas Riau","Kompleks Bina Widya KM 12,5 Simpang Baru, Panam","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","085105603000","14","1471",2021-08-15 20:57:45,"COVID-19"
"908","RSU TNI-AU Lanud Roesmin Nurjadin","Jl. Adi Sucipto No. 123 Kelurahan Maharatu Kec. Marpoyan Damai","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","hotline tidak tersedia","14","1471",2021-08-15 20:57:45,"COVID-19"
"909","RS Umum  Syafira","Jl Jenderal Sudirman No.134, Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","hotline tidak tersedia","14","1471",2021-08-15 20:57:45,"COVID-19"
"910","RS Umum  Prima Pekanbaru","Jl Bima NO.1 Tuanku Tambusai Kel. Delima Kec. Tampan","Bed IGD Penuh!","dengan antrian 5 pasien","13 jam","082385938114","14","1471",2021-08-15 20:57:45,"COVID-19"
"911","RS Tk. IV 01.07.01","Jl. Gn Simanuk Manuk No.6. Pematangsiantar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","081362192530","12","1273",2021-08-15 20:57:46,"COVID-19"
"912","RS Umum Vita Insani","Jl. Merdeka No.329, Pematang Siantar","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","062222520","12","1273",2021-08-15 20:57:46,"COVID-19"
"913","RS Umum Daerah Dr. Djasamen Saragih","Jl Sutomo No. 230, Pematangsiantar","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","062222959","12","1273",2021-08-15 20:57:46,"COVID-19"
"914","RS Rasyida Siantar","Jl. Seram Atas No. 5B, Kel. Bantan Kec. Siantar Barat","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","062273557760","12","1273",2021-08-15 20:57:46,"COVID-19"
"915","RS Umum Tiara Kasih Sejati","Jl Menambin No.4, Timbang Galung, Pematangsiantar","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","081370989113","12","1273",2021-08-15 20:57:46,"COVID-19"
"916","RS Umum Daerah Dr. Soedarso Pontianak","Jl. dr. Soedarso No.1 Pontianak","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","0561737701","61","6171",2021-08-15 20:57:46,"COVID-19"
"917","RS Umum St. Antonius Pontianak","Jl. KH. Wahid Hasyim No. 249 Pontianak","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","35 jam","hotline tidak tersedia","61","6171",2021-08-15 20:57:46,"COVID-19"
"918","RS Umum Daerah Sultan Syarif  Mohammad Alkadrie","Jl. Komodor Yos Sudarso Pontianak","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","36 jam","(0561) 8127666 / 082154659243 (WA)","61","6171",2021-08-15 20:57:46,"COVID-19"
"919","RS Anugerah Bunda Khatulistiwa","Jl. Ahmad Yani Pontianak Selatan","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","0561581818","61","6171",2021-08-15 20:57:46,"COVID-19"
"920","RS Anton Soedjarwo Pontianak ","Jl. K. S. Tubun 14 Pontianak ","Bed IGD Penuh!","tanpa antrian pasien.","39 jam","085389758929","61","6171",2021-08-15 20:57:46,"COVID-19"
"921","RS AR Bunda Kota Prabumulih","Jl. Angkatan 45 Kel.Prabumulih Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","36 jam","08127166809","16","1672",2021-08-15 20:57:46,"COVID-19"
"922","RS Umum Fadhilah Kota Prabumulih","Jl. Jenderal Sudirman No.01 Kel. Patih Galung Kec. Prabumulih Barat","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","07133300032","16","1672",2021-08-15 20:57:46,"COVID-19"
"923","RS Pertamina Kota Prabumulih","Jl. Kesehatan No.100,Prabumulih","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","0713382742","16","1672",2021-08-15 20:57:46,"COVID-19"
"924","RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo","  Jl. Mayjend Panjaitan No.65 Kota Probolinggo","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","kurang dari 1 menit","085231229303","35","3574",2021-08-15 20:57:47,"COVID-19"
"925","RS Umum Dharma Husada","Jl. Sukarno Hatta No. 10 Kota Probolinggo","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0335422176","35","3574",2021-08-15 20:57:47,"COVID-19"
"926","RS Umum Daerah Sabang","Jl. Teuku Umar Sabang","Bed IGD Penuh!","tanpa antrian pasien.","19 jam","081362000626","11","1172",2021-08-15 20:57:47,"COVID-19"
"927","RS Umum Sejahtera Bhakti","Jl.Damar 136 Kv. Magersari Tegalrejo","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","50 menit","0298316153","33","3373",2021-08-15 20:57:48,"COVID-19"
"928","RS Paru Dr. Ario Wirawan","      Jl. Hasanudin No.806,Salatiga","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","51 menit","0298313514","33","3373",2021-08-15 20:57:48,"COVID-19"
"929","RS Umum Puri Asih","Jl. Sudirman No.169,Salatiga","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","57 menit","0298323209","33","3373",2021-08-15 20:57:48,"COVID-19"
"930","RS Ibu dan Anak Hermina Mutiara Bunda","jl. Merak no.8","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","2 jam","0298328873","33","3373",2021-08-15 20:57:48,"COVID-19"
"931","RS Umum Daerah Salatiga"," Jl. Osamaliki No.19,Salatiga","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","11 jam","0298324074","33","3373",2021-08-15 20:57:48,"COVID-19"
"932","RS Umum Tk. IV 04.07.03 dr. Asmir","Jl. Dr Muwardi No. 50 Salatiga","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0298326045","33","3373",2021-08-15 20:57:48,"COVID-19"
"933","RS Umum Daerah Inche Abdoel Moeis","Jl. H.A.M.M Rifaddin, Kel. Harapan Baru, Kec. Loa Janan Ilir, Samarinda ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 menit","05417269005","64","6472",2021-08-15 20:57:48,"COVID-19"
"934","RS Umum Daerah Abdul Wahab Sjahranie","Jl. Dr. Soetomo, Samarinda","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","16 jam","082157702015 ","64","6472",2021-08-15 20:57:48,"COVID-19"
"935","RS Hermina Samarinda","Jl.Teuku Umar Kelurahan Karang Asam Kecamatan Sungai Kunjang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","24 jam","081112521490","64","6472",2021-08-15 20:57:48,"COVID-19"
"936","RS Samarinda Medika Citra","Jl. Kadrie Oening No 85  RT 35 Samarinda 751234","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","38 jam","05417273000","64","6472",2021-08-15 20:57:48,"COVID-19"
"937","RS Umum Dirgahayu","Jl. Gn. Merbabu No.62 Samarinda","Bed IGD Penuh!","tanpa antrian pasien.","kurang dari 1 menit","0541742161","64","6472",2021-08-15 20:57:48,"COVID-19"
"938","RS Jiwa Atma Husada Mahakam","Jl. Kakap No.23 Samarinda","Bed IGD Penuh!","tanpa antrian pasien.","2 menit","0541743364","64","6472",2021-08-15 20:57:48,"COVID-19"
"939","RS Umum Daerah KRMT Wongsonegoro","  Jl. Fatmawati Raya No.1","Tersedia 29 bed kosong IGD","tanpa antrian pasien.","kurang dari 1 menit","1500219","33","3374",2021-08-15 20:57:49,"COVID-19"
"940","RS Panti Wilasa ","Jl. Dr. Cipto 50, Bugangan, Semarang Timur","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","1 menit","08156696040","33","3374",2021-08-15 20:57:49,"COVID-19"
"941","RS Umum St. Elisabeth Semarang","Jl. Kawi No.1,Semarang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","1 menit","0248310076","33","3374",2021-08-15 20:57:49,"COVID-19"
"942","RS Umum Panti Wilasa Citarum","Jl. Citarum No 98 Semarang","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","2 menit","024-3542224","33","3374",2021-08-15 20:57:49,"COVID-19"
"943","RS Jiwa Daerah  Dr. Amino Gondohutomo","Jl. Brigjen Sudiarto No. 347, Pedurungan, Kota Semarang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","2 menit","0246722565","33","3374",2021-08-15 20:57:49,"COVID-19"
"944","RS Umum Columbia Asia Semarang","Jl. Siliwangi No. 143","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","23 menit","08112771805","33","3374",2021-08-15 20:57:49,"COVID-19"
"945","RS Umum Telogorejo Semarang","Jl. KH. Ahmad Dahlan Semarang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","24 menit","02486466000","33","3374",2021-08-15 20:57:49,"COVID-19"
"946","RS Umum William Booth","Jl. LetJen. S. Parman No. 5, Semarang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","31 menit","0248411800","33","3374",2021-08-15 20:57:49,"COVID-19"
"947","RS Umum Hermina Banyumanik Semarang","Jln. Jenderal Polisi Anton Soedjarwo No.195 A, Banyumanik ","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","32 menit","02476488989","33","3374",2021-08-15 20:57:49,"COVID-19"
"948","RS Umum Nasional Diponegoro","Jl.Prof. H. Soedarto, Tembalang, Semarang","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","47 menit","02476928020","33","3374",2021-08-15 20:57:49,"COVID-19"
"949","RS Umum Roemani Muhammadiyah","Jl. Wonodri No. 22,Semarang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","54 menit","0248444623","33","3374",2021-08-15 20:57:49,"COVID-19"
"950","RS Umum Pusat Dr. Kariadi","Jl. Dr. Soetomo No.16,Semarang","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","54 menit","0248414281","33","3374",2021-08-15 20:57:49,"COVID-19"
"951","RS Umum Hermina Pandanaran","Jl. Pandanaran No.24,Semarang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","58 menit","082179298080","33","3374",2021-08-15 20:57:49,"COVID-19"
"952","RS Umum Sultan Agung Semarang","Jl. Raya Kaligawe Km.4,Semarang","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","3 jam","0246580019","33","3374",2021-08-15 20:57:49,"COVID-19"
"953","RS Umum Bhayangkara Semarang ","   JL.MAJAPAHIT NO.140 SEMARANG","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","3 jam","0246720947","33","3374",2021-08-15 20:57:49,"COVID-19"
"954","RS Umum Banyumanik","Jl. Bina Remaja Srondol No.61,Semarang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","0247471519","33","3374",2021-08-15 20:57:49,"COVID-19"
"955","RS Umum Tk.III Bhakti Wira Tamtama Smg","Jl. Dr. Sutomo No.17, Semarang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","0243555944","33","3374",2021-08-15 20:57:49,"COVID-19"
"956","RS Umum Permata Medika "," Jl. Moch Ichsan No.93 - 97, Ngaliyah Semarang ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","24 jam","0247624289","33","3374",2021-08-15 20:57:49,"COVID-19"
"957","RS Umum Banyumanik 2","Jl. Perinmtis Kemerdekaan No. 57","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","35 jam","hotline tidak tersedia","33","3374",2021-08-15 20:57:49,"COVID-19"
"958","RS Umum Bhayangkara Akpol Semarang ","Jl. Sultan Agung Candi Baru Komplek AKPOL","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0248502766","33","3374",2021-08-15 20:57:49,"COVID-19"
"959","RS Mata JEC-Candi Semarang","Jl. Pamularsih Raya No. 112 Gisikdrono Kec. Semarang Barat","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","hotline tidak tersedia","33","3374",2021-08-15 20:57:49,"COVID-19"
"960","RS Umum Daerah Tugurejo Semarang","Jl. WALISONGO KM 8,5 NO 137  Semarang","Bed IGD Penuh!","dengan antrian 11 pasien","20 menit","0247609100","33","3374",2021-08-15 20:57:49,"COVID-19"
"961","RS Sari Asih Serang","Jl.Raya Jenderal Sudirman No.38, Kel.Penancangan, Kec.Cipocok, Kota Serang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","0254220022","36","3673",2021-08-15 20:57:50,"COVID-19"
"962","RS Budiasih","Jl. KH Sohari No.39 Serang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","6 jam","0254218666","36","3673",2021-08-15 20:57:50,"COVID-19"
"963","RS Umum Daerah Kota Serang","Jl. Raya Jakarta KM. 04 Lingk Kp. Turus Rt. 02 Rw. 11 Kelurahan Penancangan Kecamatan Cipocok Jaya","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","25 jam","081808853055","36","3673",2021-08-15 20:57:50,"COVID-19"
